subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas,peru_specific_data_20250808,input_variable
Energy Technology,nemomod_entc_reserve_margin_tag_technology_pp_solar,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_pp_waste_incineration,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_pp_wind,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_st_batteries,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_st_compressed_air,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_st_flywheels,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_reserve_margin_tag_technology_st_pumped_hydro,NemoMod ReserveMarginTagTechnology,,,,,,,,,0,1
Energy Technology,nemomod_entc_residual_capacity_pp_biogas_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_biomass_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_coal_ccs_gw,NemoMod ResidualCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_residual_capacity_pp_coal_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_gas_ccs_gw,NemoMod ResidualCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_residual_capacity_pp_gas_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_geothermal_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_hydropower_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_nuclear_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_ocean_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_oil_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_solar_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_waste_incineration_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_residual_capacity_pp_wind_gw,NemoMod ResidualCapacity,,,,,,gw,,,1,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_biogas_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_biomass_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_coal_ccs_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_coal_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_gas_ccs_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_gas_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_geothermal_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_hydropower_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_nuclear_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_ocean_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_oil_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_solar_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_waste_incineration_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_investment_pp_wind_gw,NemoMod TotalAnnualMaxCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_biogas_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_biomass_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_coal_ccs_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_coal_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_gas_ccs_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_gas_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_geothermal_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_hydropower_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_nuclear_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_ocean_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_oil_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_solar_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_waste_incineration_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_max_capacity_pp_wind_gw,NemoMod TotalAnnualMaxCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_biogas_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_biomass_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_coal_ccs_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_coal_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_gas_ccs_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_gas_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_geothermal_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_hydropower_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_nuclear_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_ocean_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_oil_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_solar_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_waste_incineration_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_investment_pp_wind_gw,NemoMod TotalAnnualMinCapacityInvestment,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_biogas_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_biomass_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_coal_ccs_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_coal_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_gas_ccs_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_gas_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_geothermal_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_hydropower_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_nuclear_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_ocean_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_oil_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_solar_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_waste_incineration_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_total_annual_min_capacity_pp_wind_gw,NemoMod TotalAnnualMinCapacity,,,,,,gw,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_biogas_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_biomass_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_coal_ccs_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_coal_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_gas_ccs_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_gas_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_geothermal_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_hydropower_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_nuclear_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_ocean_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_oil_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_solar_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_waste_incineration_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_pp_wind_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_st_batteries_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,1,1
Energy Technology,nemomod_entc_variable_cost_st_flywheels_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Energy Technology,nemomod_entc_variable_cost_st_pumped_hydro_usd_per_mwh,NemoMod VariableCost,,mwh,,,usd,,,,0,1
Forest,deminit_frst_wood_home_use_kg_per_hh,Initial Per Household Wood Demand,,,,kg,,,,,0,1
Forest,ef_frst_c_per_wood_products,C Carbon Harvested Wood Products Emission Factor,,,,,,,,,0,1
Forest,ef_frst_forestfires_mangroves_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2,0,1
Forest,ef_frst_forestfires_primary_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2,0,1
Forest,ef_frst_forestfires_secondary_co2,:math:\text{CO}_2 Forest Fire Emission Factor,,,,,,,,co2,0,1
Forest,ef_frst_forestmethane_mangroves_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4,0,1
Forest,ef_frst_forestmethane_primary_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4,0,1
Forest,ef_frst_forestmethane_secondary_kt_ch4_ha,:math:\text{CH}_4 Forest Methane Emissions,ha,,,kt,,,,ch4,0,1
Forest,ef_frst_sequestration_mangroves_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2,1,1
Forest,ef_frst_sequestration_primary_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2,1,1
Forest,ef_frst_sequestration_secondary_kt_co2_ha,Forest Sequestration Emission Factor,ha,,,kt,,,,co2,1,1
Forest,ef_frst_sequestration_young_secondary_kt_co2_ha,Young Secondary Forest Sequestration Emission Factor,ha,,,kt,,,,co2,1,1
Forest,frac_frst_annual_wildfire_fraction_mangroves,Average Fraction of Forest Burned Annually,,,,,,,,,0,1
Forest,frac_frst_annual_wildfire_fraction_primary,Average Fraction of Forest Burned Annually,,,,,,,,,0,1
Forest,frac_frst_annual_wildfire_fraction_secondary,Average Fraction of Forest Burned Annually,,,,,,,,,0,1
Forest,frac_frst_mangroves_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,,1,1
Forest,frac_frst_mangroves_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,,1,1
Forest,frac_frst_mangroves_cl1_tropical,Forest Fraction Tropical,,,,,,,,,1,1
Forest,frac_frst_primary_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,,1,1
Forest,frac_frst_primary_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,,1,1
Forest,frac_frst_primary_cl1_tropical,Forest Fraction Tropical,,,,,,,,,1,1
Forest,frac_frst_secondary_cl1_temperate_nutrient_poor,Forest Fraction Temperate Nutrient Poor,,,,,,,,,1,1
Forest,frac_frst_secondary_cl1_temperate_nutrient_rich,Forest Fraction Temperate Nutrient Rich,,,,,,,,,1,1
Forest,frac_frst_secondary_cl1_tropical,Forest Fraction Tropical,,,,,,,,,1,1
Forest,hl_frst_half_life_hwp_paper_products,HWP Half Life Paper,,,,,,,,,0,1
Forest,hl_frst_half_life_hwp_wood_products,HWP Half Life Wood,,,,,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_temperate_mangroves_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,Fire Biomass Consumption for Temperate Forests,ha,,,tonne,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_tropical_mangroves_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,,0,1
Forest,qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,Fire Biomass Consumption for Tropical Forests,ha,,,tonne,,,,,0,1
Fugitive Emissions,ef_fgtv_distribution_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Distribution Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_distribution_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Distribution Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_distribution_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Distribution Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Flaring Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_natural_gas,:math:\text{N}_2\text{O} FGTV Production Flaring Emission Factor,,,,tonne,,,m3,n2o,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Flaring Emission Factor,,,,tonne,,,m3,n2o,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Production Flaring Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Flaring Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,n2o,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Fugitive Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_coal,:math:\text{CH}_4 FGTV Production Venting Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Production Venting Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_coal,:math:\text{CO}_2 FGTV Production Venting Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Production Venting Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Production Venting Emission Factor,,,,tonne,,,m3,n2o,0,1
Fugitive Emissions,ef_fgtv_production_venting_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Production Venting Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_natural_gas,:math:\text{CH}_4 FGTV Transmission Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_ch4_per_m3_fuel_oil,:math:\text{CH}_4 FGTV Transmission Emission Factor,,,,tonne,,,m3,ch4,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_natural_gas,:math:\text{CO}_2 FGTV Transmission Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_co2_per_m3_fuel_oil,:math:\text{CO}_2 FGTV Transmission Emission Factor,,,,tonne,,,m3,co2,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_n2o_per_m3_fuel_oil,:math:\text{N}_2\text{O} FGTV Transmission Emission Factor,,,,tonne,,,m3,n2o,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_natural_gas,NMVOC FGTV Transmission Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_oil,NMVOC FGTV Transmission Emission Factor,,,,tonne,,,m3,,0,1
Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_coal,Fraction Non-Fugitive :math:\text{CH}_4 Flared,,,,,,,,ch4,0,1
Fugitive Emissions,frac_fgtv_drained_and_waste_ch4_flared_fuel_oil,Fraction Non-Fugitive :math:\text{CH}_4 Flared,,,,,,,,ch4,0,1
Fugitive Emissions,frac_fgtv_reduction_in_fugitive_leaks,Reduction in Fugitive Leaks,,,,,,,,,0,1
General,area_gnrl_country_ha,Area of Region,ha,,,,,,,,1,1
General,climate_change_factor_gnrl_hydropower_availability,Climate Change Factor for Average Hydropower Availability,,,,,,,,,0,1
General,elasticity_gnrl_rate_occupancy_to_gdppc,Elasticity National Occupation Rate to GDP Per Capita,,,,,,,,,0,1
General,frac_gnrl_eating_red_meat,Fraction Eating Red Meat,,,,,,,,,0,1
General,limit_gnrl_annual_emissions_mt_ch4,:math:\text{CH}_4 Annual Emission Limit,,,,mt,,,,ch4,0,1
General,limit_gnrl_annual_emissions_mt_co2,:math:\text{CO}_2 Annual Emission Limit,,,,mt,,,,co2,0,1
General,limit_gnrl_annual_emissions_mt_n2o,:math:\text{N}_2\text{O} Annual Emission Limit,,,,mt,,,,n2o,0,1
General,occrateinit_gnrl_occupancy,Initial National Occupancy Rate,,,,,,,,,1,1
General,population_gnrl_rural,Population,,,,,,,,,1,1
General,population_gnrl_urban,Population,,,,,,,,,1,1
IPPU,dem_ippu_average_materials_tonne_per_household_cement,Average per Household Demand for Construction Materials,,,,tonne,,,,,0,1
IPPU,dem_ippu_average_materials_tonne_per_household_wood,Average per Household Demand for Construction Materials,,,,tonne,,,,,0,1
IPPU,demscalar_ippu_cement,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_chemicals,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_construction_and_demolition,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_electronics,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_glass,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_lime_and_carbonite,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_metals,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_mining,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_other_industries,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_other_product_manufacturing,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_paper,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_plastic,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_product_use_lubricants,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_product_use_ods_other,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_product_use_ods_refrigeration,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_product_use_other,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_product_use_paraffin_wax,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_rubber_and_leather,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_textiles,Industrial Production Scalar,,,,,,,,,0,1
IPPU,demscalar_ippu_wood,Industrial Production Scalar,,,,,,,,,0,1
IPPU,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,PFC-116 GDP Product Use Emission Factor,,,,tonne,,,,c2f6,1,1
IPPU,ef_ippu_tonne_c2f6_per_tonne_production_chemicals,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6,1,1
IPPU,ef_ippu_tonne_c2f6_per_tonne_production_electronics,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6,1,1
IPPU,ef_ippu_tonne_c2f6_per_tonne_production_metals,PFC-116 Production Process Emission Factor,,,,tonne,,,,c2f6,1,1
IPPU,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,HFC-143a GDP Product Use Emission Factor,,,,tonne,,,,c2h3f3,1,1
IPPU,ef_ippu_tonne_c2h3f3_per_tonne_production_chemicals,HFC-143a Production Process Emission Factor,,,,tonne,,,,c2h3f3,1,1
