iso_alpha_3,year,population_gnrl_rural,population_gnrl_urban,gdp_mmm_usd
ABW,1986,,,1.3207710490482854
ABW,1987,,,1.5331378260247592
ABW,1988,,,1.8189147167957742
ABW,1989,,,2.038912451792223
ABW,1990,,,2.12
ABW,1991,,,2.29
ABW,1992,,,2.42
ABW,1993,,,2.6
ABW,1994,,,2.82
ABW,1995,,,2.89
ABW,1996,,,2.92
ABW,1997,,,3.13
ABW,1998,,,3.19
ABW,1999,,,3.23
ABW,2000,,,3.48
ABW,2001,,,3.62
ABW,2002,,,3.59
ABW,2003,,,3.63
ABW,2004,,,3.89
ABW,2005,,,3.88
ABW,2006,,,3.92
ABW,2007,,,4.04
ABW,2008,,,4.11
ABW,2009,,,3.63
ABW,2010,,,3.53
ABW,2011,58229.73,43820.27,3.65
ABW,2012,58506.15295,44058.84705,3.62
ABW,2013,58814.3665,44350.6335,3.85
ABW,2014,59109.77184,44666.22816,3.79
ABW,2015,59360.54388,44978.45612,3.76
ABW,2016,59571.7092,45293.2908,3.83
ABW,2017,59747.06227,45613.93773,4.1
ABW,2018,59897.19294,45948.80706,4.2
ABW,2019,60016.2474,46293.7526,4.1
ABW,2020,60112.46098,46653.53902,3.12
ABW,2021,71154.22206952,55440.12493048,3.98
ABW,2022,71787.00544614,56148.25855386,4.39
ABW,2023,72419.78882276,56856.39217724,4.622669999999999
ABW,2024,73052.57219938,57564.52580062,4.673519369999999
ABW,2025,73685.355576,58272.659424,4.720254563699999
ABW,2026,74230.79609416799,58932.834305832,4.772177363900699
ABW,2027,74776.236612336,59593.00918766401,4.824671314903607
ABW,2028,75321.677130504,60253.184069496,4.877742699367546
ABW,2029,75867.117648672,60913.358951327995,4.931397869060588
ABW,2030,76412.55816684,61573.53383316,4.9650495884060435
ABW,2031,76862.526320484,62175.653079516,4.997397702272073
ABW,2032,77312.494474128,62777.772325872,5.028817232769735
ABW,2033,77762.46262777201,63379.891572228,5.0552142528552455
ABW,2034,78212.430781416,63982.01081858401,5.072014779705573
ABW,2035,78662.39893506,64584.13006494,5.075542038977989
ABW,2036,79043.055038674,65146.160761326,5.063263465526083
ABW,2037,79423.711142288,65708.191457712,5.036532049505721
ABW,2038,79804.367245902,66270.222154098,4.997324102274353
ABW,2039,80185.02334951599,66832.252850484,4.947601454304676
ABW,2040,80565.67945313,67394.28354687,4.890741401333929
ABW,2041,80871.758409088,67908.923790912,4.837017733493156
ABW,2042,81177.837365046,68423.564034954,4.785502904129739
ABW,2043,81483.916321004,68938.204278996,4.736255100689857
ABW,2044,81789.995276962,69452.844523038,4.688169988989444
ABW,2045,82096.07423292,69967.48476708,4.640827594363861
ABW,2046,82336.432779636,70439.259620364,4.59437780878009
ABW,2047,82576.791326352,70911.034473648,4.549691348512378
ABW,2048,82817.149873068,71382.80932693201,4.507413538962421
ABW,2049,83057.508419784,71854.584180216,4.468039981881068
ABW,2050,83297.86696649999,72326.3590335,4.432920983029772
ABW,2051,,,4.401950760832959
ABW,2052,,,4.373945222731261
ABW,2053,,,4.347763821607314
ABW,2054,,,4.322053382320325
ABW,2055,,,4.2955878597918975
ABW,2056,,,4.267991767058252
ABW,2057,,,4.240867840454265
ABW,2058,,,4.215336268936534
ABW,2059,,,4.192124364179326
ABW,2060,,,4.172626865814588
ABW,2061,,,4.1582147267839025
ABW,2062,,,4.14796239165373
ABW,2063,,,4.141374761775946
ABW,2064,,,4.137960684531235
ABW,2065,,,4.137638471738002
ABW,2066,,,4.139407029423475
ABW,2067,,,4.143177968146036
ABW,2068,,,4.1488927715350234
ABW,2069,,,4.15690748543616
ABW,2070,,,4.16761963613005
ABW,2071,,,4.180343881917442
ABW,2072,,,4.194912412217738
ABW,2073,,,4.211377925621024
ABW,2074,,,4.22950511412487
ABW,2075,,,4.249470595977445
ABW,2076,,,4.271694221946097
ABW,2077,,,4.295947484500966
ABW,2078,,,4.322216495753188
ABW,2079,,,4.35100836991105
ABW,2080,,,4.382905398021821
ABW,2081,,,4.418346979938056
ABW,2082,,,4.456977216711273
ABW,2083,,,4.498813092151466
ABW,2084,,,4.543691985413559
ABW,2085,,,4.591478142062677
ABW,2086,,,4.641646545759718
ABW,2087,,,4.693771876950619
ABW,2088,,,4.746987829437194
ABW,2089,,,4.80077954100618
ABW,2090,,,4.854531866167855
ABW,2091,,,4.9081396398689
ABW,2092,,,4.96231579127608
ABW,2093,,,5.01774973673656
ABW,2094,,,5.0752091117675135
ABW,2095,,,5.135451006708742
ABW,2096,,,5.199231309599333
ABW,2097,,,5.267304519267233
ABW,2098,,,5.3404241386220885
ABW,2099,,,5.419342422135902
ABW,2100,,,5.504810380966086
AFG,2002,,,26.89
AFG,2003,,,29.27
AFG,2004,,,29.68
AFG,2005,,,33.01
AFG,2006,,,34.78
AFG,2007,,,39.59
AFG,2008,,,41.14
AFG,2009,,,49.94
AFG,2010,,,57.12
AFG,2011,22904893.41372,7212517.58628,57.36
AFG,2012,23632789.0752,7528588.9248,64.68
AFG,2013,24404524.34184,7865067.65816,68.3
AFG,2014,25165924.42052,8204879.57948,70.16
AFG,2015,25877997.04791,8535605.95209,71.18
AFG,2016,26530194.3944,8852833.6056,72.79
AFG,2017,27131342.9725,9164768.0275,74.71
AFG,2018,27694940.4861,9476981.5139,75.6
AFG,2019,28244482.90222,9797274.09778,78.56
AFG,2020,28796850.97134,10131490.02866,76.71
AFG,2021,30716406.1301945,10953783.1258055,60.8
AFG,2022,31397783.9740258,11340452.8579742,57.00608
AFG,2023,32079161.817857,11727122.590143,53.61680942545455
AFG,2024,32760539.661688294,12113792.3223117,50.717763610335574
AFG,2025,33441917.505519606,12500462.0544804,49.24232581897755
AFG,2026,34156277.3847435,12935498.2612565,49.455461770122376
AFG,2027,34870637.2639674,13370534.468032598,50.06511273521589
AFG,2028,35584997.1431914,13805570.6748086,50.82974354789919
AFG,2029,36299357.022415295,14240606.881584698,51.75576905762638
AFG,2030,37013716.9016392,14675643.0883608,52.851109333682324
AFG,2031,37729485.122652896,15149885.8673471,54.125301533254365
AFG,2032,38445253.3436665,15624128.6463335,55.58963696382678
AFG,2033,39161021.56468021,16098371.4253198,57.25732607274158
AFG,2034,39876789.7856938,16572614.204306198,58.97504585492383
AFG,2035,40592558.006707504,17046856.983292498,60.74429723057154
AFG,2036,41281456.390016295,17549826.5979837,62.566626147488684
AFG,2037,41970354.7733251,18052796.2126749,64.44362493191335
AFG,2038,42659253.156634,18555765.827366,66.37693367987075
AFG,2039,43348151.5399428,19058735.4420572,68.36824169026687
AFG,2040,44037049.9232516,19561705.0567484,70.41928894097488
AFG,2041,44685651.1952541,20087196.7427459,72.53186760920414
AFG,2042,45334252.4672567,20612688.428743303,74.70782363748026
AFG,2043,45982853.739259206,21138180.114740804,76.94905834660466
AFG,2044,46631455.0112618,21663671.8007382,79.2575300970028
AFG,2045,47280056.283264294,22189163.486735698,81.63525599991289
AFG,2046,47877107.17417659,22730660.1538234,84.08431367991027
AFG,2047,48474158.06508879,23272156.8209112,86.60684309030758
AFG,2048,49071208.956001095,23813653.4879989,89.20504838301682
AFG,2049,49668259.8469133,24355150.1550867,91.88119983450731
AFG,2050,50265310.7378256,24896646.8221744,94.63763582954253
AFG,2051,,,97.4767649044288
AFG,2052,,,100.40106785156168
AFG,2053,,,103.41309988710853
AFG,2054,,,106.51549288372179
AFG,2055,,,109.71095767023346
AFG,2056,,,113.00228640034045
AFG,2057,,,116.39235499235068
AFG,2058,,,119.88412564212119
AFG,2059,,,123.48064941138485
AFG,2060,,,127.1850688937264
AFG,2061,,,131.0006209605382
AFG,2062,,,134.93063958935437
AFG,2063,,,138.978558777035
AFG,2064,,,143.14791554034608
AFG,2065,,,147.44235300655646
AFG,2066,,,151.86562359675318
AFG,2067,,,156.42159230465575
AFG,2068,,,161.11424007379543
AFG,2069,,,165.9476672760093
AFG,2070,,,170.92609729428958
AFG,2071,,,176.05388021311828
AFG,2072,,,181.33549661951182
AFG,2073,,,186.77556151809716
AFG,2074,,,192.37882836364008
AFG,2075,,,198.15019321454932
AFG,2076,,,204.0946990109858
AFG,2077,,,210.21753998131538
AFG,2078,,,216.52406618075483
AFG,2079,,,223.01978816617748
AFG,2080,,,229.71038181116282
AFG,2081,,,236.60169326549772
AFG,2082,,,243.69974406346262
AFG,2083,,,251.01073638536653
AFG,2084,,,258.54105847692756
AFG,2085,,,266.29729023123537
AFG,2086,,,274.2862089381725
AFG,2087,,,282.5147952063177
AFG,2088,,,290.99023906250716
AFG,2089,,,299.7199462343824
AFG,2090,,,308.7115446214139
AFG,2091,,,317.9728909600563
AFG,2092,,,327.512077688858
AFG,2093,,,337.33744001952374
AFG,2094,,,347.4575632201095
AFG,2095,,,357.88129011671276
AFG,2096,,,368.6177288202141
AFG,2097,,,379.67626068482053
AFG,2098,,,391.06654850536523
AFG,2099,,,402.7985449605262
AFG,2100,,,414.882501309342
AGO,1979,,,55.76429722249128
AGO,1980,,,57.105986213664416
AGO,1982,,,54.59332282026318
AGO,1983,,,56.88624237871424
AGO,1984,,,60.29941692143711
AGO,1985,,,62.40989651368739
AGO,1986,,,64.21978351258433
AGO,1987,,,66.84187727340314
AGO,1988,,,70.93861593149
AGO,1989,,,70.96841015018124
AGO,1990,,,68.52
AGO,1991,,,69.2
AGO,1992,,,65.16
AGO,1993,,,49.53
AGO,1994,,,50.2
AGO,1995,,,57.73
AGO,1996,,,65.55
AGO,1997,,,70.32
AGO,1998,,,73.61
AGO,1999,,,75.22
AGO,2000,,,77.52
AGO,2001,,,80.78
AGO,2002,,,91.82
AGO,2003,,,94.56
AGO,2004,,,104.92
AGO,2005,,,120.69
AGO,2006,,,134.62
AGO,2007,,,153.49
AGO,2008,,,170.63
AGO,2009,,,172.1
AGO,2010,,,179.67
AGO,2011,9560378.9152,14660281.0848,185.9
AGO,2012,9724801.511,15383123.489,201.78
AGO,2013,9885478.36428,16130307.63572,211.78
AGO,2014,10040929.37937,16900843.62063,222.0
AGO,2015,10192856.2652,17691523.7348,224.09
AGO,2016,10340318.22182,18502163.77818,218.31
AGO,2017,10483874.14809,19332894.85191,217.99
AGO,2018,10625063.14482,20184723.85518,215.12
AGO,2019,10764270.88077,21061028.11923,213.61
AGO,2020,10903384.409,21962883.591,201.56
AGO,2021,8395524.4393914,17508050.4126086,203.98
AGO,2022,8417958.0497253,18150033.164274696,210.19
AGO,2023,8440391.660059199,18792015.915940803,211.17789299999998
AGO,2024,8462825.2703931,19433998.667606898,216.57982350293995
AGO,2025,8485258.880727,20075981.419273,223.35444038211193
AGO,2026,8460156.89535314,20759866.8226469,230.9373236330846
AGO,2027,8435054.90997928,21443752.2260207,239.0155112137699
AGO,2028,8409952.92460542,22127637.6293946,247.53880434365297
AGO,2029,8384850.93923156,22811523.0327684,256.5219875532841
AGO,2030,8359748.953857699,23495408.4361423,264.5480338820691
AGO,2031,8284229.00150854,24208852.604491506,271.7468165721546
AGO,2032,8208709.04915938,24922296.7728406,278.3278886071896
AGO,2033,8133189.09681022,25635740.9411898,284.46627315996074
AGO,2034,8057669.14446106,26349185.109538894,290.3375419742519
AGO,2035,7982149.1921119,27062629.2778881,296.26743519505453
AGO,2036,7859681.55541088,27808900.7965891,302.5519708375302
AGO,2037,7737213.91870986,28555172.3152901,309.2642444283678
AGO,2038,7614746.28200884,29301443.8339912,316.427827031281
AGO,2039,7492278.64530782,30047715.3526922,324.1015244418087
AGO,2040,7369811.008606799,30793986.8713932,332.31560376159797
AGO,2041,7199734.96001434,31560310.3059857,341.77989593163704
AGO,2042,7029658.91142188,32326633.7405781,352.03329280958616
AGO,2043,6859582.86282942,33092957.1751706,362.5942915938738
AGO,2044,6689506.81423696,33859280.609763004,373.47212034169
AGO,2045,6519430.7656445,34625604.0443555,384.6762839519407
AGO,2046,6304306.28127812,35406952.7547219,396.21657247049893
AGO,2047,6089181.79691174,36188301.4650882,408.1030696446139
AGO,2048,5874057.31254537,36969650.1754546,420.3461617339524
AGO,2049,5658932.82817899,37750998.885821,432.956546585971
AGO,2050,5443808.34381261,38532347.5961874,445.94524298355014
AGO,2051,,,459.3236002730566
AGO,2052,,,473.10330828124836
AGO,2053,,,487.29640752968584
AGO,2054,,,501.9152997555764
AGO,2055,,,516.9727587482438
AGO,2056,,,532.4819415106911
AGO,2057,,,548.4563997560118
AGO,2058,,,564.9100917486923
AGO,2059,,,581.8573945011531
AGO,2060,,,599.3131163361876
AGO,2061,,,617.2925098262733
AGO,2062,,,635.8112851210615
AGO,2063,,,654.8856236746933
AGO,2064,,,674.5321923849342
AGO,2065,,,694.7681581564822
AGO,2066,,,715.6112029011766
AGO,2067,,,737.079538988212
AGO,2068,,,759.1919251578583
AGO,2069,,,781.9676829125941
AGO,2070,,,805.426713399972
AGO,2071,,,829.5895148019711
AGO,2072,,,854.4772002460302
AGO,2073,,,880.1115162534112
AGO,2074,,,906.5148617410136
AGO,2075,,,933.710307593244
AGO,2076,,,961.7216168210414
AGO,2077,,,990.5732653256728
AGO,2078,,,1020.2904632854429
AGO,2079,,,1050.8991771840062
AGO,2080,,,1082.4261524995266
AGO,2081,,,1114.8989370745123
AGO,2082,,,1148.3459051867476
AGO,2083,,,1182.7962823423502
AGO,2084,,,1218.2801708126206
AGO,2085,,,1254.8285759369992
AGO,2086,,,1292.4734332151093
AGO,2087,,,1331.2476362115626
AGO,2088,,,1371.1850652979094
AGO,2089,,,1412.3206172568468
AGO,2090,,,1454.6902357745523
AGO,2091,,,1498.330942847789
AGO,2092,,,1543.2808711332227
AGO,2093,,,1589.5792972672195
AGO,2094,,,1637.266676185236
AGO,2095,,,1686.3846764707935
AGO,2096,,,1736.9762167649174
AGO,2097,,,1789.0855032678649
AGO,2098,,,1841.5958435080668
AGO,2099,,,1892.5610627020365
AGO,2100,,,1941.4544560012264
ALB,1979,,,13.696989731594368
ALB,1980,,,14.06461693599036
ALB,1981,,,14.866300101341809
ALB,1982,,,15.297422804280721
ALB,1983,,,15.465694455127807
ALB,1984,,,15.775008344230365
ALB,1985,,,15.53838321906691
ALB,1986,,,16.40853267933466
ALB,1987,,,16.277264417899982
ALB,1988,,,16.049382716049383
ALB,1989,,,17.622222222222224
ALB,1990,,,15.86
ALB,1991,,,11.42
ALB,1992,,,10.6
ALB,1993,,,11.61
ALB,1994,,,12.58
ALB,1995,,,14.25
ALB,1996,,,15.55
ALB,1997,,,13.85
ALB,1998,,,15.08
ALB,1999,,,17.02
ALB,2000,,,18.2
ALB,2001,,,19.71
ALB,2002,,,20.61
ALB,2003,,,21.75
ALB,2004,,,22.94
ALB,2005,,,24.21
ALB,2006,,,25.64
ALB,2007,,,27.18
ALB,2008,,,29.21
ALB,2009,,,30.19
ALB,2010,,,31.31
ALB,2011,1358265.81835,1546929.18165,32.11
ALB,2012,1324613.1367,1575787.8633,32.57
ALB,2013,1291587.39396,1603504.60604,32.89
ALB,2014,1258984.85008,1630119.14992,33.48
ALB,2015,1226200.03898,1654502.96102,34.22
ALB,2016,1195854.03479,1680246.96521,35.35
ALB,2017,1167112.02969,1706344.97031,36.7
ALB,2018,1137406.66056,1728969.33944,38.17
ALB,2019,1106598.39261,1747592.60739,38.97
ALB,2020,1075204.22912,1762644.77088,37.68
ALB,2021,1208848.49187708,2066216.97672292,41.04
ALB,2022,1178478.20932856,2100910.60787144,43.03
ALB,2023,1148107.92678005,2135604.23901995,44.4486991
ALB,2024,1117737.64423153,2170297.87016847,45.817719032279996
ALB,2025,1087367.36168301,2204991.50131699,47.37231423904526
ALB,2026,1055821.27400142,2238178.66399858,49.03366129940857
ALB,2027,1024275.18631984,2271365.82668016,50.731696990207084
ALB,2028,992729.098638252,2304552.98936175,52.49360882667697
ALB,2029,961183.010956666,2337740.15204333,54.31671186122745
ALB,2030,929636.92327508,2370927.31472492,55.991013156023776
ALB,2031,897252.358301694,2402039.70869831,57.58358098284715
ALB,2032,864867.7933283079,2433152.10267169,59.085739678469835
ALB,2033,832483.228354922,2464264.49664508,60.47833487736557
ALB,2034,800098.6633815359,2495376.89061846,61.74671711255758
ALB,2035,767714.09840815,2526489.28459185,62.87301039911908
ALB,2036,734957.5920432559,2555286.44875674,63.853637951467284
ALB,2037,702201.085678362,2584083.61292164,64.69578799100952
ALB,2038,669444.579313468,2612880.77708653,65.39217531298591
ALB,2039,636688.072948574,2641677.94125143,65.9388965868102
ALB,2040,603931.56658368,2670475.10541632,66.34437252133857
ALB,2041,571243.285723316,2696872.44027668,66.74018322841414
ALB,2042,538555.004862952,2723269.77513705,67.12212956599255
ALB,2043,505866.724002588,2749667.10999741,67.49053714557515
ALB,2044,473178.443142224,2776064.44485778,67.8309643265561
ALB,2045,440490.16228186,2802461.77971814,68.12885882665242
ALB,2046,408239.008012392,2826421.53878761,68.39190094792288
ALB,2047,375987.853742924,2850381.29785708,68.61558157013707
ALB,2048,343736.699473456,2874341.05692654,68.80931729307848
ALB,2049,311485.54520398803,2898300.81599601,68.99157392713902
ALB,2050,279234.39093452,2922260.57506548,69.16610241202432
ALB,2051,,,69.32754648821455
ALB,2052,,,69.47423304456612
ALB,2053,,,69.60675479286954
ALB,2054,,,69.72639815742235
ALB,2055,,,69.82140484051764
ALB,2056,,,69.90292014494615
ALB,2057,,,69.97556683660765
ALB,2058,,,70.03151451597829
ALB,2059,,,70.0771962242948
ALB,2060,,,70.1191389649339
ALB,2061,,,70.16168355251686
ALB,2062,,,70.20087872081734
ALB,2063,,,70.22878658432101
ALB,2064,,,70.2417718550258
ALB,2065,,,70.24276757879477
ALB,2066,,,70.23150112352816
ALB,2067,,,70.187855469538
ALB,2068,,,70.10797899250373
ALB,2069,,,69.98595247625491
ALB,2070,,,69.80480265535141
ALB,2071,,,69.55576742234467
ALB,2072,,,69.25048252110159
ALB,2073,,,68.90363263020313
ALB,2074,,,68.52896085976833
ALB,2075,,,68.1434925795962
ALB,2076,,,67.7628569632617
ALB,2077,,,67.37995026911234
ALB,2078,,,66.99549733383321
ALB,2079,,,66.61473571858475
ALB,2080,,,66.23436500030957
ALB,2081,,,65.84540957639948
ALB,2082,,,65.44426277559495
ALB,2083,,,65.02572813862392
ALB,2084,,,64.59051556557675
ALB,2085,,,64.13168931931423
ALB,2086,,,63.64185179703191
ALB,2087,,,63.12901350545451
ALB,2088,,,62.601645938825186
ALB,2089,,,62.066195935932214
ALB,2090,,,61.53523846425742
ALB,2091,,,61.021307231349454
ALB,2092,,,60.522264790708604
ALB,2093,,,60.03149833108268
ALB,2094,,,59.543770929319074
ALB,2095,,,59.053856073868495
ALB,2096,,,58.55653572244611
ALB,2097,,,58.04659159615743
ALB,2098,,,57.51882369795897
ALB,2099,,,56.968032895506795
ALB,2100,,,56.389027461430665
AND,2000,,,3.0717414853200817
AND,2001,,,3.3141742645897665
AND,2002,,,3.4673847074962363
AND,2003,,,3.7400112224021598
AND,2004,,,4.05718864413168
AND,2005,,,4.275170920463525
AND,2006,,,4.487094407239397
AND,2007,,,4.557521201858723
AND,2008,,,4.297233316693819
AND,2009,,,4.076914842079551
AND,2010,,,3.998916889008589
AND,2011,,,3.992535632313472
AND,2012,,,3.8507850476499454
AND,2013,,,3.7591870089938566
AND,2014,,,3.8622785334985967
AND,2015,,,3.951386016576277
AND,2016,,,4.177862604974786
AND,2017,,,4.2219977175393995
AND,2018,,,4.290370694070237
AND,2019,,,4.372516440514017
AND,2020,,,3.8786774124814407
AND,2021,,,4.1957720237859615
AND,2022,,,4.586497597615689
AND,2023,,,4.6908404179614465
AND,2024,,,4.775275545484752
AND,2025,,,4.8469046786670225
AND,2026,,,4.919608248847028
AND,2027,,,4.993402372579732
AND,2028,,,5.068303408168427
ARE,1979,,,185.34231647477827
ARE,1980,,,182.0432232415272
ARE,1981,,,196.65037147442735
ARE,1982,,,182.5151427728455
ARE,1983,,,172.93309777727112
ARE,1984,,,180.63034995933745
ARE,1985,,,176.07485253336296
ARE,1986,,,142.14698919870926
ARE,1987,,,149.6864655058088
ARE,1988,,,145.76018951559143
ARE,1989,,,168.69264013207945
ARE,1990,,,208.44
ARE,1991,,,210.23
ARE,1992,,,217.26
ARE,1993,,,220.0
ARE,1994,,,235.17
ARE,1995,,,250.9
ARE,1996,,,265.45
ARE,1997,,,287.19
ARE,1998,,,288.03
ARE,1999,,,296.39
ARE,2000,,,328.55
ARE,2001,,,333.15
ARE,2002,,,341.26
ARE,2003,,,371.29
ARE,2004,,,406.81
ARE,2005,,,426.56
ARE,2006,,,468.52
ARE,2007,,,483.44
ARE,2008,,,498.87
ARE,2009,,,472.72
ARE,2010,,,480.3
ARE,2011,1393639.60906,7553138.39094,510.15
ARE,2012,1394185.11098,7747412.88902,519.46
ARE,2013,1373615.58072,7824292.41928,545.72
ARE,2014,1347574.1175,7866607.8825,568.45
ARE,2015,1327002.48096,7935893.51904,607.03
ARE,2016,1313812.84125,8047162.15875,640.79
ARE,2017,1304680.56912,8182525.43088,645.5
ARE,2018,1298061.59748,8332904.40252,653.98
ARE,2019,1290784.18986,8479741.81014,661.23
ARE,2020,1281004.608,8609395.392,628.45
ARE,2021,1426180.11362644,9856978.81637356,655.82
ARE,2022,1422087.50280168,10101358.7971983,707.31
ARE,2023,1417994.89197692,10345738.7780231,731.3868324
ARE,2024,1413902.28115216,10590118.7588478,757.0950795588601
ARE,2025,1409809.6703274,10834498.7396726,788.67351532726
ARE,2026,1397048.86808792,11070104.2099121,822.3262142262741
ARE,2027,1384288.06584844,11305709.6801516,858.2043069529665
ARE,2028,1371527.26360896,11541315.150391,896.4888010861383
ARE,2029,1358766.46136948,11776920.6206305,937.2162873194818
ARE,2030,1346005.6591299998,12012526.09087,975.9846456220685
ARE,2031,1325564.56040964,12241094.5175904,1012.6667843119814
ARE,2032,1305123.46168928,12469662.9443107,1047.1783631054823
ARE,2033,1284682.36296892,12698231.371031098,1079.3752608559948
ARE,2034,1264241.26424856,12926799.7977514,1108.5576479718104
ARE,2035,1243800.1655282,13155368.2244718,1134.9728522736027
ARE,2036,1216180.96007056,13374554.1359294,1158.8952685210297
ARE,2037,1188561.75461292,13593740.0473871,1180.2337324932455
ARE,2038,1160942.54915528,13812925.9588447,1198.946397366026
ARE,2039,1133323.34369764,14032111.8703024,1214.384889508255
ARE,2040,1105704.13824,14251297.78176,1226.6014323943605
ARE,2041,1071247.53740784,14454274.6305922,1238.828640505662
ARE,2042,1036790.93657568,14657251.479424302,1250.5771044756145
ARE,2043,1002334.33574352,14860228.3282565,1261.4101059272834
ARE,2044,967877.734911358,15063205.177088598,1271.1917560063498
ARE,2045,933421.134079198,15266182.0259208,1279.9363798288828
ARE,2046,893019.134495038,15449693.625504998,1287.4510852758124
ARE,2047,852617.134910878,15633205.2250891,1294.1572260525359
ARE,2048,812215.135326718,15816716.8246733,1300.4548652281778
ARE,2049,771813.135742557,16000228.4242574,1306.881848349545
ARE,2050,731411.1361583971,16183740.0238416,1313.5103202800487
ARE,2051,,,1320.0255015830257
ARE,2052,,,1326.4271709331395
ARE,2053,,,1332.5042057184708
ARE,2054,,,1338.3440832559522
ARE,2055,,,1344.2032975373054
ARE,2056,,,1350.2564194737986
ARE,2057,,,1356.5422546540658
ARE,2058,,,1363.1578051142135
ARE,2059,,,1370.1763274670539
ARE,2060,,,1377.923707177875
ARE,2061,,,1386.5062450226376
ARE,2062,,,1395.2807834629366
ARE,2063,,,1403.9025221100273
ARE,2064,,,1412.2052810072655
ARE,2065,,,1419.9314723305606
ARE,2066,,,1426.7140052922286
ARE,2067,,,1432.8301427315246
ARE,2068,,,1438.752095121648
ARE,2069,,,1445.067563993618
ARE,2070,,,1452.0476408519144
ARE,2071,,,1459.9713660868374
ARE,2072,,,1468.7197437024874
ARE,2073,,,1477.9435370688216
ARE,2074,,,1487.1684038321173
ARE,2075,,,1495.8839308188428
ARE,2076,,,1503.9496192109177
ARE,2077,,,1511.479499041232
ARE,2078,,,1518.944225425708
ARE,2079,,,1526.7787278925116
ARE,2080,,,1535.369495616049
ARE,2081,,,1545.1150830294587
ARE,2082,,,1555.8106571536223
ARE,2083,,,1567.2014268603034
ARE,2084,,,1578.958485161933
ARE,2085,,,1590.921369917924
ARE,2086,,,1602.9140999512767
ARE,2087,,,1614.813817837641
ARE,2088,,,1626.8765845106075
ARE,2089,,,1639.3684620166348
ARE,2090,,,1652.0155772517319
ARE,2091,,,1665.2703645042982
ARE,2092,,,1679.326155843097
ARE,2093,,,1693.962118230944
ARE,2094,,,1709.0302046621784
ARE,2095,,,1724.3783599689145
ARE,2096,,,1739.854663962205
ARE,2097,,,1755.3075577242419
ARE,2098,,,1770.5863915029468
ARE,2099,,,1785.5407935901435
ARE,2100,,,1800.0208371840422
ARG,1979,,,515.8790726338965
ARG,1980,,,519.4902261423337
ARG,1981,,,489.65070755271796
ARG,1982,,,474.2316067718828
ARG,1983,,,491.93467265267725
ARG,1984,,,501.77336610573076
ARG,1985,,,466.8950994277215
ARG,1986,,,500.2594232328265
ARG,1987,,,512.9109840463847
ARG,1988,,,502.87331608859694
ARG,1989,,,467.63698283026895
ARG,1990,,,461.38
ARG,1991,,,503.52
ARG,1992,,,543.49
ARG,1993,,,588.09
ARG,1994,,,622.41
ARG,1995,,,604.7
ARG,1996,,,638.12
ARG,1997,,,689.88
ARG,1998,,,716.45
ARG,1999,,,692.19
ARG,2000,,,686.73
ARG,2001,,,656.45
ARG,2002,,,584.94
ARG,2003,,,636.63
ARG,2004,,,694.11
ARG,2005,,,755.55
ARG,2006,,,816.35
ARG,2007,,,889.89
ARG,2008,,,925.99
ARG,2009,,,871.19
ARG,2010,,,959.4
ARG,2011,3717660.249,37543829.751,1017.0
ARG,2012,3705497.13209,38027773.86791,1006.56
ARG,2013,3693178.84185,38509756.15815,1030.77
ARG,2014,3679390.985,38990109.015,1004.87
ARG,2015,3664923.15102,39467042.84898,1032.32
ARG,2016,3649821.51264,39940546.48736,1010.84
ARG,2017,3634137.35561,40410673.64439,1039.33
ARG,2018,3617403.0126,40877098.9874,1012.13
ARG,2019,3599141.44408,41339570.55592,991.88
ARG,2020,3579772.83307,41796990.16693,893.68
ARG,2021,3403126.94845102,40440278.127549,989.46
ARG,2022,3369053.26497404,40748221.687026,1038.5
ARG,2023,3334979.58149706,41056165.2465029,1022.2059350000001
ARG,2024,3300905.89802008,41364108.8059799,993.9521629566
ARG,2025,3266832.2145431,41672052.365456894,1043.6795896693186
ARG,2026,3227331.78485648,41954843.7471435,1090.5929872249544
ARG,2027,3187831.35516986,42237635.128830105,1133.1261137267277
ARG,2028,3148330.92548324,42520426.5105168,1168.253023252256
ARG,2029,3108830.49579662,42803217.8922034,1195.1345253172906
ARG,2030,3069330.06610999,43086009.27389,1223.394024411384
ARG,2031,3024968.48410274,43343037.85589729,1253.0991435004782
ARG,2032,2980606.90209548,43600066.4379045,1284.321817432352
ARG,2033,2936245.32008822,43857095.01991179,1317.1385749983258
ARG,2034,2891883.73808096,44114123.601919,1351.6308420814182
ARG,2035,2847522.1560737,44371152.18392629,1387.8852675319747
ARG,2036,2799005.32778034,44604239.5022197,1425.9940735506436
ARG,2037,2750488.49948698,44837326.820513,1466.055432509676
ARG,2038,2701971.67119362,45070414.138806395,1508.173872308013
ARG,2039,2653454.84290025,45303501.4570997,1552.4607125347595
ARG,2040,2604938.01460689,45536588.775393106,1599.034533910802
ARG,2041,2552122.57527408,45731988.2147259,1647.005569928126
ARG,2042,2499307.13594127,45927387.6540587,1696.41573702597
ARG,2043,2446491.69660846,46122787.0933915,1747.3082091367492
ARG,2044,2393676.25727565,46318186.5327243,1799.7274554108517
ARG,2045,2340860.81794284,46513585.9720572,1853.7192790731772
ARG,2046,2284690.45124347,46674269.5907565,1908.8439216196261
ARG,2047,2228520.0845441003,46834953.20945589,1964.7041838109803
ARG,2048,2172349.71784473,46995636.8281553,2021.127752507095
